PortName,PortLat,PortLong
N'Kossa Terminal,-5.2667,11.567
Port of Preston,20.759,-75.657
Port of Binic,48.601000000000006,-2.8208
Port of Nikolaevsk on Amur,53.132,140.72
Penryn Harbor,50.168,-5.0972
Port of Al Khoms,32.683,14.25
Port of Guntersville,34.357,-86.28399999999999
Port of Tanjung Sekong,-5.9069,106.01
Port of Fukui,36.196,136.12
Port of Black River,18.023,-77.847
Port of Kenai,60.548,-151.23
Salacgriva Harbor,57.755,24.354
Lehtma Harbro,59.068000000000005,22.695
Port of Mategata,34.111,132.92
Doverodde Lystbadehavn,56.718,8.4733
Zeit Bay Terminal,27.826999999999998,33.589
Newport Harbour,50.70399999999999,-1.2911
Fur Harbour,56.803000000000004,9.0211
Port of Sunndalsora,62.683,8.5506
Port of Le Guildo,48.574,-2.215
Port of Stranraer,54.908,-5.0261
Ny-Alesund Harbor,78.917,11.933
Port of Jijel,36.823,5.7742
Port of Arnala,19.46,72.744
Port of Whitby,54.486000000000004,-0.6119399999999999
Port of Vysotsk,60.621,28.563000000000002
Port of Tanjung Uban,1.0772,104.22
Ludag Harbor,57.103,-7.3256
Port of Hedland,-20.317999999999998,118.58
Port of Puerto Padre,21.203000000000003,-76.596
Port of Mississippi County,36.931,-89.115
Bekapai Terminal,-1.0,117.5
Port of Casilda,21.753,-79.991
Ports of Stockholm,59.335,18.115
Djeno Terminal,-4.9225,11.927
Porto di Arenzano,44.398999999999994,8.6869
Port of Ploce,43.043,17.43
Ceiba Marine Terminal,1.3997,8.3
Port of Saldanha,-33.016,17.99
Sheshatshiu Harbor,53.523999999999994,-60.148
Port of Marin,14.466,-60.871
Port of Brest,48.381,-4.4742
Port of Susaki,33.391,133.29
Port of Bassens,44.905,-0.53806
Port of Tegal,-6.8489,109.14
Dansk Salts Havn,56.683,10.038
Port of Dunedin,-45.876000000000005,170.52
Port of Chiang Khong,20.258,100.41
Baia Harbor,40.817,14.075999999999999
Port of Honavar,14.289000000000001,74.434
Port of Rabaul,-4.2411,152.19
Port of Saint-Jean-de-Luz,43.385,-1.6653
Port of St Helens,45.858000000000004,-122.8
Port of Pasacao,13.505999999999998,123.05
Port of Mayaguez,18.214000000000002,-67.161
Sandhaven Harbour,57.696000000000005,-2.0569
Port of San Juan del Sur,11.253,-85.876
Port of Skala Oropou,38.321999999999996,23.794
Port of Sakata,38.939,139.81
Port of Partington,53.426,-2.4225
Port of Dieppe,49.926,1.0875
Sandakan Port,5.8025,118.06
Fulford Harbour,48.771,-123.46
Lahaina Harbor Maui,20.874000000000002,-156.68
Owensboro Riverport,37.796,-87.141
Rikuzenaikawa Harbor,38.602,141.5
Port of Semiahmoo,48.989,-122.77
Beppu Harbor,33.298,131.5
Port of Wexford,52.341,-6.4597
Port of Hatanga,71.983,102.47
Port Stanvac,-35.109,138.47
Port of Constantza,44.131,28.662
Port of Belgorod - Dnestronsky,46.181000000000004,30.375999999999998
Port of Portocel,-19.844,-40.058
Port of Carupano,10.671,-63.251000000000005
Port of Shediac,46.235,-64.532
Plockton Harbor,57.336999999999996,-5.6497
Fukutsu Harbor,33.787,130.46
Port of Puerto Percy,-52.897,-70.263
Port of Ensues-la-Redonne,43.332,5.1978
Port of Port Arthur,29.843000000000004,-93.961
Hound Point Marine Terminal,56.006,-3.3592
Port of Cul-de-Sac,13.985,-61.016000000000005
Port of Santo,-15.515,167.19
Faaborg Havn,55.095,10.235
Port of Marinette,45.101000000000006,-87.62200000000001
Westshore Terminals,49.016999999999996,-123.16
Port of West Sacramento,38.563,-121.56
Muldwarka Harbor,20.776,70.609
Port of Volgograd,48.702,44.525
Port of Littlehampton,50.809,-0.5491699999999999
United Riverhead Terminal,41.0,-72.64699999999999
Port of Ayios Nikolaos,35.189,25.718000000000004
Port of Les Issambres,43.34,6.6858
Kuantan Port,3.9731,103.42
Burwick Pier,58.739,-2.9725
Bitor S.A Monobouy,10.152999999999999,-64.834
Port of Yiyang,28.590999999999998,112.34
Port of Alexandroupolis,40.841,25.893
Port of Harnosand,62.641000000000005,17.942
Port of Pakera Point,-10.411,161.78
Port of Iquitos,-3.7283,-73.237
Port of Skagway,59.451,-135.33
Port of Bridgewater,44.376000000000005,-64.516
Lyness Pier,58.833,-3.1906
Port of Greater Baton Rouge,30.439,-91.2
Oregon International Port of Coos Bay,43.38399999999999,-124.22
Port of Soendre Stroemfjord,66.969,-50.948
Port of Fingringhoe,51.854,0.95667
Port of Famagusta,35.128,33.944
Port of Koverhar,59.879,23.224
Bevill-Hook Port,33.083,-88.226
Port of Palembang,-2.9811,104.78
Port of Rawson,-43.339,-65.059
Port of Tefe,-3.3458,-64.703
Port of Boulogne-sur-Mer,50.724,1.5806
Port of Teignmouth,50.544,-3.5003
Port of Taixing,32.124,119.91
Port San Luis Harbor,35.168,-120.74
Port of Welland,42.985,-79.233
Porto da Povoa de Varzim,41.373999999999995,-8.7661
Port of Akdeniz,36.834,30.608
Port of Dillingham,59.038999999999994,-158.46
Port of Huangshi,30.232,115.11
Port of Durban,-29.881,31.026999999999997
Yazoo County Port,32.841,-90.443
Port Bouet Tanker Terminal,5.2331,-3.9667
Port of Kalianget,-7.0564,113.94
Port of Haukipudas,65.194,25.305999999999997
Port of Jakobstad,63.711999999999996,22.694000000000003
Port of Haian,32.554,120.46
Port of Stokmarknes,68.568,14.915999999999999
Porto di Nettuno,41.45399999999999,12.661
Port of Chiriqui Grande,8.9517,-82.115
Port of Laem Chabang,13.074000000000002,100.9
Port of Grangemouth,56.028,-3.7031
Harmac Harbor,49.138999999999996,-123.85
Port of Pavlodar,52.263000000000005,76.935
Bay Roberts Harbor,47.59,-53.263999999999996
Pohnpei Harbour,6.9806,158.2
Port of Antifer,49.66,0.13833
Port of Omaezaki,34.619,138.22
Port of Catania,37.496,15.095
Port of Toulon La Seyne,43.111000000000004,5.9075
Port of Santo Antonio,1.6858,7.4464
Nakatsu Harbor,33.617,131.19
Ishikariwan Bay New Port,43.203,141.29
Port of Novorossiysk,44.715,37.806999999999995
Port of Bell Bay,-41.137,146.86
Port of Tanabe,33.726,135.37
Port of Nizampatnam,15.884,80.64
Port of Kotka,60.461000000000006,26.947
Port of Shanghai,31.221999999999998,121.49
Port of Minneapolis,45.004,-93.272
Port of Thisted,56.953,8.6972
Port of Grassy,-40.065,144.06
Port of Collingwood,44.51,-80.227
Whitstable Harbour,51.363,1.0261
Port of Flora,61.56,5.0644
Puerto de Progreso,21.314,-89.67299999999999
Puerto de Puerto La Cruz,10.209,-64.66199999999999
Port of Nanhui,30.939,121.9
Port of Haian,20.23,110.12
Icdas Jetty,40.465,27.27
Port of Krasnoyarsk,56.003,92.90799999999999
Port of Uraga,35.22,139.72
Hamamatsu Harbor,34.683,137.61
Port of Madingo-Kayes,-4.4742,11.716
Matane Harbor,48.842,-67.574
Port of Mwanza,-2.5403,32.902
Port of Bengkalis,1.4675,102.11
Port of Ristiina,61.506,27.254
Puerto Vallarta,20.659000000000002,-105.25
Port of Port Angeles,48.131,-123.44
Puerto Golfito,8.6378,-83.167
West Port (Old Port),-20.938000000000002,55.284
Cundy Harbor,43.794,-69.889
Porto de Luanda,-8.7839,13.251
Port of Port Victoria,-4.6264,55.464
Port of Husum,54.472,9.0325
Port of Berry-au-Bac,49.4,3.9089
Alcoa Intalco Works,48.842,-122.72
Onagawa Harbor,38.441,141.46
Port of Gluckstadt,53.785,9.4161
Biloxi Port,30.391,-88.86
Port of Ulan-Ude,51.836000000000006,107.57
Port of San Nicolas,-15.258,-75.24
Port of Haderslev,55.251000000000005,9.5069
Port of Sambas,1.3861,109.27
Port of Munguba,-0.9233299999999999,-52.426
Port of Porto Trombetas,-1.4603,-56.38
Port of Compiegne,49.417,2.8175
Port of Sukhumi,42.997,41.023
Nikaho Harbor,39.205999999999996,139.89
Port of Ostermoor,53.898999999999994,9.15
Port of Yalta,44.497,34.184
Port of Port Sulphur,29.473000000000003,-89.684
Port of Tuticorin,8.7583,78.189
Port of Molde,62.736000000000004,7.18
Port of Ishinomaki,38.413000000000004,141.27
Falkenbergs Terminal,56.888999999999996,12.482000000000001
Avra Aghia Marina,38.181,24.059
Port of Bathurst,47.617,-65.65
Stanley Harbour,-51.688,-57.836000000000006
Port of Camden,39.935,-75.13600000000001
Port Leucate,42.868,3.0411
Port of Nador,35.282,-2.9261
Lerwick Harbour,60.162,-1.1517
Port of Vaasa,63.098,21.596999999999998
Brigus Bay Harbor,47.536,-53.20399999999999
Port of Kansas City,39.122,-94.573
Port of Maumere,-8.6078,122.21
Porto di Innamorata,42.723,10.376
Port of Igarka,67.458,86.60600000000001
Omura Harbor,32.902,129.95
Port of Anewa Bay,-6.1833,155.55
Port of Perth Amboy,40.504,-74.273
Port of Rudkobing,54.94,10.708
Roomassaare Harbour,58.216,22.506
Port of Tenes,36.524,1.3189
Port of Kitakyushu,33.923,130.86
Hollet Havn,56.666000000000004,9.9531
Kiame Marine Terminal,-7.3331,12.383
Port of Dirhami,59.21,23.499000000000002
Kalbut Situbondo Terminal,-7.6167,113.92
Port of Tagbilaran,9.6422,123.85
Port of San Gregorio,-52.626999999999995,-70.194
Porto di Pianosa,42.588,10.1
Cairnryan Harbor,54.968999999999994,-5.0194
Port of Larne,54.845,-5.7928
Port of St Paul,57.123999999999995,-170.28
Port of Ashdod,31.831,34.648
Port of Portofino,44.303000000000004,9.2111
Port Hastings,45.648,-61.409
Port of Lochaline,56.537,-5.775
Port of Nanterre,48.9,2.1833
Port of Port Huron,42.973,-82.419
Port of Jose Ignacio,-34.871,-54.723
Puerto De Santa Maria,36.586,-6.2317
Port of Malaga,36.709,-4.4192
Logstor Havn,56.968,9.2458
Port of Vita,21.1,-75.938
Port of Fuling,29.717,107.39
Port of Betio,1.3622,172.93
Port of Marin,14.468,-60.868
Port of Kehl,48.593999999999994,7.8133
Bopec Terminal,12.219000000000001,-68.381
Port of Djupivogur,64.661,-14.288
Port of Cherepovets,59.117,37.856
Port of La Romana,18.416,-68.96
Port of Praia Mole,-20.294,-40.236999999999995
Port of Tasiilaq,65.618,-37.633
Port of Veitsiluoto,65.687,24.616999999999997
Port of Pondicherry,11.914000000000001,79.82600000000001
Sviby Harbor,58.972,23.31
Port of Yuanjiang,28.838,112.39
Port of Akureyri,65.691,-18.089000000000002
Port of Tarrafal,15.280999999999999,-23.747
Port of Blexen,53.518,8.5344
Port of Luarca,43.547,-6.5356
Watari Harbor,38.038000000000004,140.92
Port of Royan,45.619,-1.0292
Port of Madang,-5.2133,145.8
Port Huon,-43.16,146.97
Port of Rundvik,63.534,19.45
Marina di Pisciotta,40.104,15.224
Detroit/Wayne County Port Authority,42.258,-83.12200000000001
Orissaare Harbour,58.562,23.09
Port of Incheon,37.474000000000004,126.62
Tosashimizu Harbor,32.781,132.95
Ganges Harbor,48.853,-123.49
Porto di Acciaroli,40.177,15.026
Port of Farsund,58.089,6.7936
Sandvig Havn,55.288999999999994,14.783
Sheet Harbour,44.916000000000004,-62.528
Port of Tahkoluoto,61.636,21.398000000000003
Port of Merauke,-8.4714,140.39
Port of Puerto Bolivar,-3.2597,-80.001
Oakham Ness Jetty,51.416000000000004,0.64361
Port of Magdalla,21.141,72.741
Port of Hodeidah,14.834000000000001,42.93600000000001
Port of Merikarvia,61.845,21.482
Cromarty Harbor,57.683,-4.0381
Port of Vejle,55.706,9.5531
Port of Inverness,57.486999999999995,-4.2356
Port of Arcachon,44.659,-1.1475
Port of Mina Salman,26.199,50.611999999999995
Port of Jiaxing,30.753,120.75
Pulan Bay,-3.9094,102.29
Port of Cooktown,-15.46,145.25
Monterey Harbor,36.606,-121.89
Chandler Harbor,48.343999999999994,-64.668
Port de Villefranche Darse,43.698,7.3081
Teradomari Harbor,37.644,138.76
Port Ogi,37.815,138.28
Itoshima Harbor,33.549,130.16
Port of Carteret,49.371,-1.7894
Port of Hitachi,36.491,140.62
Rothesay Dock,55.894,-4.4014
Port of Kure,34.232,132.55
M-Bya Terminal,-3.87,10.989
Assens Havn,55.269,9.8853
Port of Singapore,1.2928,103.73
Port of Tan Tan,28.476999999999997,-11.350999999999999
Port of Fuzhou,26.048000000000002,119.3
Jeddah Islamic Port,21.459,39.164
Port of South Riding Point,26.619,-78.22800000000001
Port of Hueneme,34.149,-119.21
Port of Sasebo,33.157,129.71
Portpatrick Harbor,54.841,-5.1186
Winterport Harbor,44.63399999999999,-68.842
Frederiksvaerk Havn,55.961999999999996,12.012
Port of Mariupol,47.093999999999994,37.578
Port of De Kastri,51.467,140.78
Port of Tagbilaran,9.6492,123.85
Port of Neuhaus,53.803000000000004,9.0408
Port of Buffalo,42.846000000000004,-78.873
Port of Indiana - Burns Harbor,41.638999999999996,-87.155
Villasimius Harbor,39.119,9.5072
Port of Carupano,10.675,-63.244
Port of Smithton,-40.838,145.12
Port of Tolu,9.5211,-75.587
Port of Wewak,-3.57,143.65
Port of Port de Bouc,43.402,4.9811
Port of Munambam,10.179,76.168
Port of Arbatax,39.939,9.7036
Butadiene Dock Island,-22.868000000000002,-43.133
Shortland Harbour,-7.0642,155.86
Port of Kwajalein,9.0478,167.74
Port of Odda,60.071999999999996,6.5481
Port of Jard-sur-Mer,46.408,-1.5817
Port of Ile Longue,48.308,-4.5003
Moaness Pier,58.916000000000004,-3.3125
Port of Pula,44.872,13.835999999999999
Port of Blyth,55.129,-1.5031
Port of Papenburg,53.096000000000004,7.3703
Moaness Pier,58.916000000000004,-3.3119
Sullom Voe Harbour,60.457,-1.285
Yamagawa Harbor,31.204,130.64
Port of Batangas,13.747,121.01
Port of Aseb,12.997,42.743
Port of Tarragona,41.096000000000004,1.2222
Port of Derby,-17.292,123.61
Port Bainbridge,30.9,-84.604
Port of Almirante,9.29,-82.38799999999999
Port of Amamapare,-4.8544,136.99
Oak Bluffs Harbor,41.458999999999996,-70.558
Porto di Martinsicuro,42.891999999999996,13.921
Port of Bengkulu,-3.7922,102.25
Ominato Harbor,41.25,141.14
Shimabara Harbor,32.778,130.38
Port of Samarai,-10.582,150.65
Port of Cagliari,39.204,9.1119
Port of Turbo,8.0878,-76.734
Jyllinge Havn,55.745,12.095999999999998
Port of Dabo,-0.5,104.57
Port of Sapele,5.9125,5.6717
Port of Cromore,58.104,-6.4164
Port of Buka,-5.4319,154.68
Port of Mombasa,-4.0531,39.625
Carleton Harbor,48.1,-66.118
Port of Gulfport,30.359,-89.09100000000001
Port of Squamish,49.687,-123.16
Port of Tara,56.919,74.357
Port of Vastervik,57.756,16.653
Port of Zwolle,52.515,6.0867
Weymouth Harbour,50.608000000000004,-2.4511
Port of Samara,53.187,50.102
Tingwall Pier,59.089,-3.0442
Port of Willemstad,12.119000000000002,-68.919
Port of Cronstadt Island,10.649000000000001,-61.633
Port Sihanoukville,10.652999999999999,103.51
Bay Roberts Harbor,47.589,-53.265
Port of La Maddalena,41.213,9.4147
Port of Surgut,61.245,73.52
Port of Port of Ness,58.493,-6.2253
Puerto de Lazaro Cardenas,17.934,-102.18
Carleton Harbor,48.1,-66.12899999999999
Port of Long Reach,-41.165,146.93
Loth Pier,59.191,-2.6978
Port of Ierapetra,35.005,25.738000000000003
Port of Mao,39.891,4.2694
Port of Vadso,70.07300000000001,29.735
Falmouth Harbor,41.547,-70.604
Port of Talcahuano,-36.705,-73.104
Malta Freeport,35.826,14.546
Kasaan Harbor,55.537,-132.4
Port of Beibei,29.829,106.45
Port of Bandol,43.133,5.755
Porto di Centane,40.748000000000005,14.005999999999998
Port of Swansea,51.61600000000001,-3.9181
Port of Pianottoli-Caldarello,41.475,9.0725
Port of Qinzhou,21.723000000000003,108.59
Port of Ilyichevsk,46.333,30.65
Port of Kingscote,-35.655,137.64
Port of Mourilyan,-17.599,146.12
Port of Navegantes,-26.899,-48.657
Port of Libreville,0.40083,9.4339
Liscomb Harbor,45.025,-61.996
Port of Xiuyu,25.205,118.98
Ship Harbour,44.808,-62.858000000000004
Port of Olga,43.736000000000004,135.28
Port of Biringkasi,-4.8164,119.5
Port of Higashi-Harima,34.713,134.83
Port of Calais,50.966,1.8503
Port Klang,3.0069,101.36
Port of Zaltbommel,51.816,5.2453
Port of Kumai,-2.7403,111.73
Port of Cordemais,47.276,-1.8844
Port of Sabang,5.8864,95.319
Tingwall Pier,59.089,-3.0428
Port of Yanai,33.953,132.13
Port of Nizhnevartovsk,60.891999999999996,76.566
Lyness Pier,58.833,-3.1925
Port of Whiddy Island,51.685,-9.5297
Dana Point Harbor,33.459,-117.7
Port of Cape Cuvier,-24.221999999999998,113.4
Quang Ninh Port,20.979,107.06
Jizan Port,16.89,42.536
Port of Aden,12.796,44.993
Port of Wivenhoe,51.854,0.95694
Port of Bagnara Calabra,38.299,15.814
Port of Anadyr,64.744,177.54
Porto di Gorgona,43.431000000000004,9.9069
Port of Sendai,38.27,141.02
Port of Liverpool,44.05,-64.691
Pembroke Port,51.698,-4.9517
Port of Tahuna,4.0742,126.69
Port of Southampton,50.903,-1.4289
Port of Montego Bay,18.468,-77.937
Port of Saint Brieuc,48.528,-2.7314
Xinghua Harbour,32.931999999999995,119.85
Port of Roseau,15.296,-61.388000000000005
Port of Villa Constitucion,-33.223,-60.324
Port of Egvekinot,66.316,-179.12
Port of Bahia De Caraquez,-0.59528,-80.418
Port of Umea,63.817,20.268
Port of Puerto Mutis,7.9253,-81.055
Port of Skagit,48.39,-122.5
Haun Harbor,57.086999999999996,-7.3022
Bregnor Havn,55.486000000000004,10.597999999999999
Caledonian Canal,57.111999999999995,-4.7953
Petrozuata Monobouy,10.093,-64.89399999999999
Kings Ferry Wharf,53.655,-0.6936100000000001
Port of Nukualofa,-21.135,-175.19
Port of Mamonal,10.321,-75.508
Port of Kumpusalmi,62.876999999999995,27.676
Port of Busan,35.109,129.06
Port of Hungnam,39.826,127.64
Port of Barnaul,53.327,83.803
Port of Smithton,-40.824,145.13
Port of Camas-Washougal,45.578,-122.38
Eoligarry Harbor,57.042,-7.4208
Strib Havn,55.538999999999994,9.7617
Port of Huizhou,22.698,114.56
Port of Bedi Bunder,22.548000000000002,70.031
Port of Chicoutimi,48.43,-71.054
Port of Namikata,34.119,132.91
Port of Porto Vecchio,41.593,9.2906
Port of Feodosia,45.026,35.391999999999996
Kilkeel Harbour,54.059,-5.9922
Port of Rio,38.311,21.784000000000002
Korsoer Havn,55.332,11.137
Bath Harbor,43.913999999999994,-69.805
Port of Yibin,28.772,104.62
Port of Skagastrond,65.82300000000001,-20.312
Port of Burriana,39.861,-0.07083300000000001
Port of Rabigh,22.738000000000003,38.998000000000005
Port of Kijang,0.86472,104.61
Port of San Esteban de Pravia,43.553000000000004,-6.0831
Port of Brookes Point,8.7697,117.83
Port of Masbate,12.368,123.62
Port of Great Yarmouth,52.591,1.7294
Port of Gaeta,41.215,13.577
Gorey harbour,49.198,-2.0214
Port of South Louisiana,29.993000000000002,-90.404
Port of Matsuyama,33.855,132.7
Port of Kilroot,54.725,-5.7528
Port of Jeju (Cheju),33.525999999999996,126.54
Kaunakakai Harbor Molokai,21.084,-157.03
Bird Port,51.553000000000004,-2.9669
Port of Pasacao,13.504000000000001,123.04
Saudarkrokur Harbor,65.757,-19.648
Porto di Riccione,44.007,12.655999999999999
Fakaofo Harbor,-9.3897,-171.22
Licata Harbor,37.09,13.940999999999999
Port of Bayovar,-5.7956,-81.053
Port of Landeda,48.599,-4.5611
Ras Sudr Terminal,29.576999999999998,32.703
Port of Martinniemi,65.217,25.284000000000002
Paignton Harbour,50.431999999999995,-3.5567
Port of Valdez,61.104,-146.36
Braye Harbour,49.726000000000006,-2.1953
Puerto de Lobos Islands,-6.9564,-80.7
Port of Songkhla,7.2286,100.57
Varbjerg Havn,55.516999999999996,9.9522
Port of Svalbardseyri,65.742,-18.086
Port of Teesport,54.608000000000004,-1.1611
Port of Serpukhov,54.895,37.4
Poltu Quatu Harbor,41.138000000000005,9.4953
Port of Darlowo,54.438,16.379
Port of Rockhampton,-23.851,151.28
Port of Mainz,50.016999999999996,8.2572
Port of Vila Real de Santo Antonio,37.198,-7.4153
Sorrento Harbor,40.629,14.376
Port of Los Angeles,33.732,-118.27
Port of Sabine Pass,29.733,-93.875
Apalachicola Harbor,29.728,-84.98899999999999
Port of Strasbourg,48.553999999999995,7.7953
Lahad Datu Port,5.0194,118.34
Beaver Harbour,44.881,-62.413999999999994
Port of Galveston,29.304000000000002,-94.819
Port Marlborough,-41.286,174.01
Port of Bergen,60.397,5.3214
City of Aberdeen Port,33.81,-88.514
Port of Miragoane,18.452,-73.10600000000001
Port of Skuru,60.096000000000004,23.553
Port of Porto Vecchio,41.593,9.2911
Port of Bintulu,3.2575,113.06
Mutsu Harbor,41.278999999999996,141.18
Port of Yeysk,46.729,38.274
Port of Pinarellu,41.681000000000004,9.3761
Taharoa Terminal,-38.176,174.69
Port of Tarbert,55.86600000000001,-5.4111
Port of Dutch Harbor,53.897,-166.53
Port of Oldenburg,53.14,8.2344
Hualien Port,23.987,121.63
Rorvig Havn,55.943999999999996,11.767000000000001
Port of Nordkapp,70.979,25.969
Port of Tvoroyri,61.553000000000004,-6.8128
Port of Rio Grande,-53.794,-67.704
Port of Fuling,29.736,107.36
Port of Acarsaid,57.068000000000005,-7.2939
Port of Nakskov,54.832,11.124
Port of Ulsan,35.488,129.39
Port of Kalama,46.007,-122.85
Port of Cornwall,45.012,-74.735
Port of Codajas,-3.8442,-62.06
Minamisatsuma Harbor,31.421,130.25
Port of Le Conquet,48.361999999999995,-4.7783
Aleksandrovsk Sakhalinsky Sea Port,50.896,142.13
Port of Maslenica,44.22,15.540999999999999
Port of Patreksfjordur,65.598,-24.006
Puerto de Lobitos,-4.45,-81.279
Burlington Harbor,44.475,-73.225
Port of Tiroilmyri,66.108,-22.612
Scapa Pier,58.956,-2.9711
Xuzhou Harbour,34.329,117.24
Port of Ocho Rios,18.41,-77.111
Port of Masan,35.164,128.63
Porto di Levanto,44.169,9.6056
Longhope Pier,58.801,-3.2064
Port of Lancaster,54.053999999999995,-2.8108
Port  of Naoetsu,37.199,138.26
Port of Dongshan,23.747,117.52
Port of Panjang,-5.4603,105.31
Port of Coquimbo,-29.948,-71.334
Port of Gennevilliers,48.943000000000005,2.2767
Port of Gdansk,54.393,18.67
Port of Tvedestrand,58.623000000000005,8.9319
Port of Lochmaddy,57.597,-7.1575
Port MacKenzie,61.268,-149.91
Port of Darlowo,54.438,16.383
Paldiski Harbour,59.343999999999994,24.057
Taliarte Harbor,27.99,-15.368
Port of Hoonah,58.108999999999995,-135.45
Port of Yonkers,40.938,-73.902
Porto Conte Marina,40.594,8.2136
Port of Malongo,-5.3967,12.196
Port of Thilawa,16.674,96.241
Port du Crouton,43.56,7.1189
Kilronan Harbor,53.119,-9.6669
Port of Sfax,34.722,10.767999999999999
Port of Itzehoe,53.918,9.5086
Sonora Harbor,45.058,-61.903999999999996
Petroleum Dock Port,29.953000000000003,32.53
Port of Ludinghausen,51.763000000000005,7.4231
Soru Harbor,58.692,22.521
Port of Barletta,41.326,16.29
Nishinoomote Harbor,30.732,130.99
Hvide Sande Havn,56.001999999999995,8.1247
Soru Harbor,58.692,22.522
Puerto de Dos Bocas,18.444000000000003,-93.20100000000001
Port of Grundartangi,64.357,-21.778000000000002
Porto di Goro,44.843999999999994,12.290999999999999
Port of Tasucu,36.313,33.885
Folkestone Harbour,51.078,1.1906
Nairn Harbor,57.591,-3.86
Kota Kinabalu Port,5.9875,116.08
King Fahad Industrial Port in Yanbu,23.958000000000002,38.221
Fenit Harbour,52.273,-9.8642
Port of Neiafu (Vavau),-18.656,-173.98
Port of San Vicente,-36.729,-73.138
Minamiawaji Harbor,34.33,134.73
Port Saint-Briac,48.623000000000005,-2.1464
Gloucester Harbor,42.611000000000004,-70.654
Port of Annapolis Royal,44.746,-65.52
Port of Bangor,47.303000000000004,-3.2275
Avalon Harbor,33.346,-118.32
Port of Barahona,18.21,-71.089
La Baie Harbor,48.335,-70.875
Port of Tonnay-Charente,45.942,-0.89333
Scarfiotti Marina,43.394,13.682
Port of Quanzhou,24.892,118.58
Port of Tangshan,39.195,119.0
Port of Patras,38.254,21.736
Port of Soufriere,13.854000000000001,-61.06
Port of Luri,42.888000000000005,9.4753
Port of Dubuque,42.503,-90.65299999999999
Richborough Port,51.298,1.3492
Padstow Harbour,50.54,-4.9358
Puerto de San Sebastian de La Gomera,28.088,-17.108
Port of Chiriqui Grande,8.95,-82.11399999999999
Port of Haian,20.236,110.13
Porto di Porto Venere,44.052,9.8361
Kasim Marine Terminal,-1.3075,131.02
Port of Khulna,22.791999999999998,89.584
Port of Loctudy,47.836000000000006,-4.1756
Hakui Harbor,36.923,136.76
Port of Las Piedras,11.744000000000002,-70.214
Port of Tauranga,-37.659,176.18
Port of Isla San Marcos,27.19,-112.09
Quinto al Mare Harbor,44.383,9.0317
Scheveningen Port,52.099,4.2614
Port of Portnaguran,58.257,-6.1644
Port of Tulear,-23.374000000000002,43.67100000000001
Uwajima Harbor,33.226,132.55
Port of Macao,22.139,113.58
Port of Sauda,59.645,6.3503
Port of Durres,41.308,19.455
Blacks Harbor,45.051,-66.79899999999999
Houton Terminal,58.918,-3.185
Puerto de Altamira,22.487,-97.875
Port of Lewisporte,49.246,-55.053000000000004
Port of Cayenne,4.9353,-52.338
Port of Koko,5.9961,5.4406
Port of Ile du Levant,43.027,6.4536
Port of Le Havre,49.467,0.17778
Port of Bilbao,43.343,-3.0328
Port of Astoria,46.18899999999999,-123.83
Porto San Leonardo,45.355,12.245999999999999
Port of Beryozovo,63.933,65.066
Espoir Terminal,5.0331,-4.45
Le Port du Crouesty,47.544,-2.8947
Port of Minatitlan,17.976,-94.535
Island Harbour,50.725,-1.2778
Largs Ferry Terminal,55.795,-4.8717
Port of Cabo Rojo,17.925,-71.658
Port of Cambridge,38.574,-76.074
Port of Cardinal,44.788999999999994,-75.376
Port of Toamasina,-18.157,49.425
Port of Rovinj,45.081,13.636
Port of Saiqi,26.969,119.67
Fenit Harbour,52.273999999999994,-9.8614
Port of Dresden,51.065,13.714
Port of Tarakan,3.2908,117.59
Port of Jimenez,8.3306,123.86
Port of Gravesend,51.446000000000005,0.36194
Port of Pascagoula,30.351,-88.539
Port of Brunsbuttel,53.896,9.1358
Salcombe Harbour,50.24,-3.7669
Port of Zhongxiang,31.186999999999998,112.56
Buzen Harbor,33.626,131.12
Kudat Port,6.8878,116.86
Porto Ottiolu,40.739000000000004,9.7103
Brodick Harbour,55.577,-5.1381
Port of Flamanville,49.552,-1.8606
Port of Fujairah,25.178,56.36
Port of New Amsterdam,6.2431,-57.53
Snogebaek Havn,55.025,15.122
Port of Onitsha,6.135,6.7653
Limassol Port,34.65,33.018
Port of Gruissan,43.106,3.0964
Port of Ile de Sein,48.035,-4.8475
Port of Usiba,-12.783,-38.49
Port of Port Royal,17.938,-76.843
Port of Sousse,35.824,10.645
Port of Rapid Bay,-35.519,138.18
Port of Rosyth,56.022,-3.4442
Coral Bay,18.344,-64.712
Port of Qaqortoq,60.716,-46.036
Port of Penmarch,47.81399999999999,-4.3792
Port of Kagoshima,31.592,130.57
Parry Sound Harbour,45.338,-80.036
Port of Ferrysburg,43.081,-86.211
Port of Newburgh,41.49100000000001,-74.008
Port of Changsha,28.199,112.96
Port of Coronel,-37.028,-73.155
Port of Puerto Iradier,1.0867,9.6675
Port of Pargas,60.283,22.291
Porto di Viareggio,43.86,10.241
St Margaret's Hope Pier,58.833,-2.9625
Port of La Salina,10.372,-71.461
Port of Pemangkat,1.1803,108.97
Port of Chesapeake,36.723,-76.243
Port of Punta del Este,-34.961999999999996,-54.949
Port of Hauganes,65.923,-18.3
Port of Pago-Pago,-14.274000000000001,-170.69
Port of Wrangell,56.468,-132.38
Port of Caleta Clarencia,-52.896,-70.141
Port of Funabashi,35.67,139.98
Agerso Havn,55.211000000000006,11.198
