index,PortName,LAT1,LAT2,LAT3,LONG1,LONG2,LONG3,HarborSize,HarborType,LAT,LONG
2226,TARANTO,40,28,N,17,12,E,L,CB,40.46666666666667,17.2
2227,GALLIPOLI,40,3,N,17,59,E,M,CB,40.05,17.983333333333334
2228,OTRANTO,40,9,N,18,30,E,V,CB,40.15,18.5
2229,BRINDISI,40,39,N,17,59,E,L,CB,40.65,17.983333333333334
2230,TORRE DEL GRECO,40,47,N,14,22,E,V,CB,40.78333333333333,14.366666666666667
2231,MONOPOLI,40,57,N,17,18,E,S,CB,40.95,17.3
2232,BARI,41,8,N,16,52,E,M,CB,41.13333333333333,16.866666666666667
2233,MOLFETTA,41,13,N,16,36,E,S,CB,41.21666666666667,16.6
2234,PORTO DI BARLETTA,41,19,N,16,17,E,V,CB,41.31666666666667,16.283333333333335
2235,MANFREDONIA,41,37,N,15,55,E,S,CB,41.61666666666667,15.916666666666666
2236,VASTO,42,7,N,14,43,E,V,CB,42.11666666666667,14.716666666666667
2237,ORTONA,42,21,N,14,25,E,S,CB,42.35,14.416666666666666
2238,PESCARA,42,28,N,14,13,E,S,CB,42.46666666666667,14.216666666666667
2239,ANCONA,43,37,N,13,30,E,S,CB,43.61666666666667,13.5
2240,PORTO DI CORSINI,44,30,N,12,17,E,M,LC,44.5,12.283333333333333
2241,PORTO DI CHIOGGIA,45,14,N,12,18,E,V,RB,45.233333333333334,12.3
2242,PORTO DI MALAMOCCO,45,20,N,12,19,E,V,LC,45.333333333333336,12.316666666666666
2243,PORTO DI LIDO-VENEZIA,45,25,N,12,26,E,L,CB,45.416666666666664,12.433333333333334
2244,MONFALCONE,45,47,N,13,33,E,M,RB,45.78333333333333,13.55
2245,TRIESTE,45,39,N,13,46,E,L,CB,45.65,13.766666666666667
2246,MUGGIA,45,36,N,13,46,E,V,CB,45.6,13.766666666666667
2247,KOPER,45,33,N,13,44,E,S,CN,45.55,13.733333333333333
2248,PIRAN,45,32,N,13,34,E,V,CB,45.53333333333333,13.566666666666666
2249,UMAG,45,26,N,13,31,E,V,CB,45.43333333333333,13.516666666666667
2250,ROVINJ,45,5,N,13,38,E,S,CB,45.083333333333336,13.633333333333333
2251,PULA,44,53,N,13,48,E,V,CB,44.88333333333333,13.8
2252,ZALIV RASA,45,3,N,14,4,E,V,CN,45.05,14.066666666666666
2253,BRSICA,45,2,N,14,3,E,V,CN,45.03333333333333,14.05
2254,RIJEKA LUKA,45,20,N,14,26,E,L,RB,45.333333333333336,14.433333333333334
2255,BAKAR,45,18,N,14,32,E,S,CN,45.3,14.533333333333333
2256,OMISALJ,45,13,N,14,33,E,S,CN,45.21666666666667,14.55
2257,SENJ,44,59,N,14,54,E,V,CN,44.983333333333334,14.9
2258,ZADAR,44,7,N,15,13,E,S,CN,44.11666666666667,15.216666666666667
2259,SIBENIK,43,44,N,15,53,E,S,CN,43.733333333333334,15.883333333333333
2260,SPLIT,43,30,N,16,26,E,L,CB,43.5,16.433333333333334
2261,DUGI RAT,43,27,N,16,39,E,V,CN,43.45,16.65
2262,PLOCE,43,3,N,17,26,E,V,CN,43.05,17.433333333333334
2263,NEUM,42,55,N,17,36,E,S,,42.916666666666664,17.6
2264,KORCULA,42,56,N,17,8,E,V,CN,42.93333333333333,17.133333333333333
2265,DUBROVNIK,42,40,N,18,5,E,S,CN,42.666666666666664,18.083333333333332
2266,RISAN,42,31,N,18,42,E,V,CB,42.516666666666666,18.7
2267,KOTOR,42,25,N,18,46,E,V,CN,42.416666666666664,18.766666666666666
2268,TIVAT,42,26,N,18,42,E,V,CB,42.43333333333333,18.7
2269,BAR,42,5,N,19,5,E,S,CB,42.083333333333336,19.083333333333332
2270,SHENGJIN,41,49,N,19,36,E,V,CN,41.81666666666667,19.6
2271,DURRES,41,19,N,19,27,E,S,CB,41.31666666666667,19.45
2272,VLORES,40,28,N,19,30,E,V,CN,40.46666666666667,19.5
2273,KERKIRA,39,37,N,19,56,E,M,OR,39.61666666666667,19.933333333333334
2274,PREVEZA,38,57,N,20,45,E,V,CN,38.95,20.75
2275,ARGOSTOLION,38,11,N,20,31,E,V,CN,38.18333333333333,20.516666666666666
2276,MESOLONGION,38,22,N,21,25,E,V,CB,38.36666666666667,21.416666666666668
2277,ITEA,38,26,N,22,25,E,V,OR,38.43333333333333,22.416666666666668
2278,AIYION,38,15,N,22,5,E,V,OR,38.25,22.083333333333332
2279,PATRAI,38,15,N,21,44,E,S,CB,38.25,21.733333333333334
2280,KATAKOLON,37,39,N,21,19,E,V,CB,37.65,21.316666666666666
2281,PILOS,36,54,N,21,40,E,V,CN,36.9,21.666666666666668
2282,KALAMATA,37,1,N,22,7,E,S,CB,37.016666666666666,22.116666666666667
2283,YITHION,36,45,N,22,34,E,V,OR,36.75,22.566666666666666
2284,NAVPLIO,37,34,N,22,48,E,V,CB,37.56666666666667,22.8
2285,SPETSES,37,16,N,23,10,E,V,OR,37.266666666666666,23.166666666666668
2286,LAVRIO,37,42,N,24,4,E,V,CB,37.7,24.066666666666666
2287,MEGARA OIL TERMINAL,37,58,N,23,24,E,V,OR,37.96666666666667,23.4
2288,AYIOS NIKOLAOS,37,59,N,23,32,E,V,CB,37.983333333333334,23.533333333333335
2289,ELEVSIS,38,2,N,23,33,E,S,OR,38.03333333333333,23.55
2290,PAKHI OIL TERMINAL,37,58,N,23,23,E,V,OR,37.96666666666667,23.383333333333333
2291,PERAMA,37,58,N,23,34,E,S,OR,37.96666666666667,23.566666666666666
2292,PIRAIEVS,37,56,N,23,39,E,L,CB,37.93333333333333,23.65
2293,ORMOS MIKRO VATHI,38,26,N,23,36,E,V,CN,38.43333333333333,23.6
2294,DHIAVLOS STENO,38,27,N,23,36,E,V,CN,38.45,23.6
2295,CHALKIS,38,28,N,23,36,E,S,CN,38.46666666666667,23.6
2296,ORMOS ALIVERIOU,38,23,N,24,3,E,M,CB,38.38333333333333,24.05
2297,ASTAKOS,38,29,N,21,6,E,S,CN,38.483333333333334,21.1
2298,ASPROPIRGOS,38,2,N,23,36,E,V,OR,38.03333333333333,23.6
2299,PORTHMOS EVRIPOU,38,28,N,23,35,E,V,CN,38.46666666666667,23.583333333333332
2300,LARIMNA,38,34,N,23,17,E,V,CN,38.56666666666667,23.283333333333335
2301,KYMASSI,38,50,N,23,28,E,V,CN,38.833333333333336,23.466666666666665
2302,ACHLADI,38,54,N,22,49,E,V,CN,38.9,22.816666666666666
2303,STILIS,38,55,N,22,37,E,V,CN,38.916666666666664,22.616666666666667
2304,TSINGELI,39,10,N,22,51,E,V,CN,39.166666666666664,22.85
2305,VOLOS,39,22,N,22,57,E,M,CB,39.36666666666667,22.95
2306,MILIANA,39,10,N,23,13,E,V,CN,39.166666666666664,23.216666666666665
2307,THESSALONIKI,40,38,N,22,56,E,M,CN,40.63333333333333,22.933333333333334
2308,YERAKINI,40,16,N,23,28,E,V,CN,40.266666666666666,23.466666666666665
2309,STRATONI,40,31,N,23,50,E,V,CN,40.516666666666666,23.833333333333332
2310,KAVALA,40,56,N,24,24,E,S,CB,40.93333333333333,24.4
2311,LAGOS,41,0,N,25,8,E,V,CN,41.0,25.133333333333333
2312,ALEXANDROUPOLI,40,50,N,25,53,E,M,CB,40.833333333333336,25.883333333333333
2313,MITILINI,39,6,N,26,34,E,S,CB,39.1,26.566666666666666
2314,PLOMARION,38,59,N,26,22,E,V,CB,38.983333333333334,26.366666666666667
2315,VRAKHONISIS KALLONIS,39,5,N,26,5,E,V,CN,39.083333333333336,26.083333333333332
2316,KHIOS,38,22,N,26,8,E,V,CB,38.36666666666667,26.133333333333333
2317,NEON KARLOVAS,37,48,N,26,41,E,S,CB,37.8,26.683333333333334
2318,SAMOS,37,45,N,26,58,E,V,CN,37.75,26.966666666666665
2319,PITHAGORION,37,41,N,26,57,E,V,CB,37.68333333333333,26.95
2320,GAVRIO,37,53,N,24,44,E,V,CN,37.88333333333333,24.733333333333334
2321,ANDROS,37,50,N,24,57,E,V,CN,37.833333333333336,24.95
2322,MIKONOS,37,27,N,25,20,E,V,CN,37.45,25.333333333333332
2323,LIMIN SIROU,37,26,N,24,57,E,V,CB,37.43333333333333,24.95
2324,NISOS NAXOS,37,6,N,25,22,E,V,OR,37.1,25.366666666666667
2325,MILOS,36,43,N,24,27,E,V,CN,36.71666666666667,24.45
2326,AKRA KAVONISI,35,31,N,23,38,E,V,CB,35.516666666666666,23.633333333333333
2327,SOUDHA,35,29,N,24,11,E,M,CN,35.483333333333334,24.183333333333334
2328,RETHIMNON,35,22,N,24,28,E,V,CB,35.36666666666667,24.466666666666665
2329,IRAKLION,35,21,N,25,9,E,M,CB,35.35,25.15
2330,SITIA,35,13,N,26,8,E,V,CN,35.21666666666667,26.133333333333333
2331,AYIOS NIKOLAOS,35,12,N,25,43,E,V,CN,35.2,25.716666666666665
2332,KALI LIMENES,34,56,N,24,50,E,V,CN,34.93333333333333,24.833333333333332
2333,RODHOS,36,27,N,28,14,E,S,CB,36.45,28.233333333333334
2334,LIMIN KOS,36,54,N,27,17,E,V,OR,36.9,27.283333333333335
2335,KALIMNOS,36,57,N,26,59,E,V,CN,36.95,26.983333333333334
2336,LAKKI,37,8,N,26,51,E,V,CN,37.13333333333333,26.85
2337,ALIAGA,38,50,N,26,56,E,V,CB,38.833333333333336,26.933333333333334
2338,GEMLIK,40,25,N,29,7,E,V,OR,40.416666666666664,29.116666666666667
2339,ECEABAT,40,11,N,26,22,E,V,LC,40.18333333333333,26.366666666666667
2340,GELIBOLU,40,24,N,26,40,E,V,LC,40.4,26.666666666666668
2341,BORUSAN FERTILIZER JETTY,40,25,N,29,6,E,V,CN,40.416666666666664,29.1
2342,AMBARLI,40,58,N,28,42,E,V,CN,40.96666666666667,28.7
2343,TEKIRDAG,40,59,N,27,31,E,V,LC,40.983333333333334,27.516666666666666
2344,ISTANBUL,41,1,N,28,58,E,L,LC,41.016666666666666,28.966666666666665
2345,DEFTERDAR BURNU,41,3,N,29,2,E,V,CN,41.05,29.033333333333335
2346,ISTINYE,41,7,N,29,3,E,V,CN,41.11666666666667,29.05
2347,BURGAS,42,29,N,27,29,E,S,CB,42.483333333333334,27.483333333333334
2348,VARNA,43,11,N,27,58,E,L,CB,43.18333333333333,27.966666666666665
2349,MANGALIA,43,49,N,28,35,E,V,CB,43.81666666666667,28.583333333333332
2350,BASARABI,44,10,N,28,26,E,V,RN,44.166666666666664,28.433333333333334
2351,CONSTANTA,44,10,N,28,39,E,M,CB,44.166666666666664,28.65
2352,MEDGIDIA,44,15,N,28,16,E,V,LC,44.25,28.266666666666666
2353,DANUBE-BLACK SEA CANAL,44,16,N,28,11,E,M,LC,44.266666666666666,28.183333333333334
2354,CERNAVODA,44,20,N,28,3,E,V,RN,44.333333333333336,28.05
2355,MIDIA,44,21,N,28,40,E,V,OR,44.35,28.666666666666668
2356,SULINA,45,10,N,29,40,E,V,RN,45.166666666666664,29.666666666666668
2357,TULCEA,45,10,N,28,49,E,V,RN,45.166666666666664,28.816666666666666
2358,BRAILA,45,15,N,27,59,E,V,RN,45.25,27.983333333333334
2359,GALATI,45,25,N,28,5,E,S,RN,45.416666666666664,28.083333333333332
2360,IZMAYIL,45,20,N,28,51,E,V,RN,45.333333333333336,28.85
2361,ILLICHIVSK,46,18,N,30,39,E,L,CB,46.3,30.65
2362,ODESA,46,29,N,30,44,E,L,CB,46.483333333333334,30.733333333333334
2363,YUZHNYY,46,36,N,31,1,E,S,RB,46.6,31.016666666666666
2364,MYKOLAYIV,46,57,N,31,59,E,S,RB,46.95,31.983333333333334
2365,PORT OKTYABRSK,46,50,N,31,56,E,V,CN,46.833333333333336,31.933333333333334
2366,DNIPRO-BUZKYY,46,44,N,31,53,E,S,CB,46.733333333333334,31.883333333333333
2367,KHERSON,46,37,N,32,36,E,S,OR,46.61666666666667,32.6
2368,BELGOROD-DNESTROVSKY,46,11,N,30,22,E,V,CN,46.18333333333333,30.366666666666667
2369,SKADOVS'K,46,6,N,32,55,E,V,CB,46.1,32.916666666666664
2370,KHORLY,46,5,N,33,17,E,V,CN,46.083333333333336,33.28333333333333
2371,CHORNOMORS KE,45,31,N,32,42,E,V,CN,45.516666666666666,32.7
2372,UST-DUNAISK,45,28,N,29,42,E,V,CN,45.46666666666667,29.7
2373,YEVPATORIYA,45,12,N,33,23,E,V,CN,45.2,33.38333333333333
2374,SEVASTOPOL,44,37,N,33,32,E,L,CN,44.61666666666667,33.53333333333333
2375,BALAKLAVA,44,30,N,33,36,E,V,CN,44.5,33.6
2376,YALTA,44,29,N,34,10,E,V,CB,44.483333333333334,34.166666666666664
2377,ALUSHTA,44,41,N,34,25,E,V,OR,44.68333333333333,34.416666666666664
2378,SUDAK,44,51,N,34,59,E,V,CN,44.85,34.983333333333334
2379,FEODOSIYA,45,1,N,35,26,E,S,CB,45.016666666666666,35.43333333333333
2380,KERCH,45,21,N,36,29,E,S,OR,45.35,36.483333333333334
2381,RENI,45,26,N,28,18,E,V,RN,45.43333333333333,28.3
2382,HENICHESK,46,10,N,34,49,E,V,CN,46.166666666666664,34.81666666666667
2383,KYRYLIVKA,46,21,N,35,22,E,V,OR,46.35,35.36666666666667
2384,BERDYANSK,46,45,N,36,47,E,S,CB,46.75,36.78333333333333
2385,MARIUPOL,47,5,N,37,34,E,S,CB,47.083333333333336,37.56666666666667
2386,TAGANROG,47,12,N,38,57,E,V,CB,47.2,38.95
2387,ROSTOV-NA-DONU,47,10,N,39,43,E,S,RB,47.166666666666664,39.71666666666667
2388,AZOV,47,6,N,39,26,E,V,RN,47.1,39.43333333333333
2389,YEYSK,46,44,N,38,16,E,V,CB,46.733333333333334,38.266666666666666
2390,TEMRYUK,45,21,N,37,21,E,V,RN,45.35,37.35
2391,KAVKAZ OIL TERMINAL,45,20,N,36,39,E,V,OR,45.333333333333336,36.65
2392,ANAPA,44,53,N,37,19,E,V,OR,44.88333333333333,37.31666666666667
2393,NOVOROSSIYSK,44,43,N,37,47,E,L,CB,44.71666666666667,37.78333333333333
2394,GELENDZHIK,44,33,N,38,4,E,V,CN,44.55,38.06666666666667
2395,TUAPSE,44,6,N,39,4,E,S,CB,44.1,39.06666666666667
2396,SOCHI,43,35,N,39,44,E,V,CB,43.583333333333336,39.733333333333334
2397,ADLER,43,26,N,39,56,E,V,OR,43.43333333333333,39.93333333333333
2398,SOKHUMI,42,59,N,40,59,E,V,OR,42.983333333333334,40.983333333333334
2399,POTI,42,9,N,41,35,E,S,CB,42.15,41.583333333333336
2400,SUPSA MARINE TERMINAL,42,6,N,41,43,E,V,OR,42.1,41.71666666666667
2401,BATUMI,41,39,N,41,39,E,S,CB,41.65,41.65
2402,HOPA,41,25,N,41,24,E,V,CB,41.416666666666664,41.4
2403,RIZE,41,4,N,40,31,E,V,CB,41.06666666666667,40.516666666666666
2404,TRABZON,41,1,N,39,46,E,V,CB,41.016666666666666,39.766666666666666
2405,GIRESUN,40,56,N,38,24,E,V,CB,40.93333333333333,38.4
2406,ORDU,41,0,N,37,53,E,V,OR,41.0,37.88333333333333
2407,SAMSUN,41,18,N,36,21,E,L,CB,41.3,36.35
2408,SINOP,42,3,N,35,10,E,V,OR,42.05,35.166666666666664
2409,INEBOLU,41,59,N,33,46,E,V,CB,41.983333333333334,33.766666666666666
2410,ZONGULDAK,41,28,N,31,49,E,V,CB,41.46666666666667,31.816666666666666
2411,EREGLI,41,18,N,31,27,E,V,CB,41.3,31.45
2412,HAYDARPASA,41,0,N,29,1,E,M,CB,41.0,29.016666666666666
2413,BOTAS NATURAL GAS TERMINAL,41,0,N,27,59,E,V,OR,41.0,27.983333333333334
2414,YARIMCA,40,48,N,29,42,E,S,OR,40.8,29.7
2415,KABA BURNU,40,46,N,29,32,E,V,CN,40.766666666666666,29.533333333333335
2416,DERINCE BURNU,40,45,N,29,49,E,S,CB,40.75,29.816666666666666
2417,IZMIT,40,46,N,29,55,E,S,CN,40.766666666666666,29.916666666666668
2418,GEBZE,40,46,N,29,33,E,V,OR,40.766666666666666,29.55
2419,GOLCUK BURNU,40,44,N,29,49,E,V,CB,40.733333333333334,29.816666666666666
2420,MUDANYA,40,23,N,28,53,E,V,OR,40.38333333333333,28.883333333333333
2421,BANDIRMA,40,21,N,27,58,E,V,CB,40.35,27.966666666666665
2422,ERDEK,40,23,N,27,48,E,V,CN,40.38333333333333,27.8
2423,KARABIGA,40,24,N,27,19,E,V,CN,40.4,27.316666666666666
2424,CANAKKALE,40,9,N,26,24,E,S,LC,40.15,26.4
2425,AYVALIK,39,19,N,26,42,E,V,CN,39.31666666666667,26.7
2426,DIKILI,39,1,N,26,49,E,V,OR,39.016666666666666,26.816666666666666
2427,IZMIR,38,26,N,27,8,E,L,CN,38.43333333333333,27.133333333333333
2428,GULLUK,37,15,N,27,37,E,V,CB,37.25,27.616666666666667
2429,NEMRUT LIMANI BAY,38,46,N,26,55,E,M,CB,38.766666666666666,26.916666666666668
2430,KUSADASI,37,52,N,27,15,E,V,CN,37.86666666666667,27.25
2431,BODRUM,37,2,N,27,26,E,V,CN,37.03333333333333,27.433333333333334
2432,TOROS GUBRE,36,55,N,35,58,E,V,OR,36.916666666666664,35.96666666666667
2433,BOTAS DORTYOL OIL TERMINAL,36,52,N,36,8,E,V,OR,36.86666666666667,36.13333333333333
2434,YAKACIK,36,43,N,36,11,E,V,CB,36.71666666666667,36.18333333333333
2435,DELTA TERMINAL,36,51,N,36,10,E,V,OR,36.85,36.166666666666664
2436,MARMARIS,36,51,N,28,17,E,V,CB,36.85,28.283333333333335
2437,AKSAZ LIMANI,36,50,N,28,23,E,S,CN,36.833333333333336,28.383333333333333
2438,ANTALYA OFFSHORE TERMINAL,36,49,N,30,36,E,V,OR,36.81666666666667,30.6
2439,FETHIYE,36,38,N,29,6,E,V,CB,36.63333333333333,29.1
2440,ANTALYA,36,50,N,30,37,E,S,CB,36.833333333333336,30.616666666666667
2441,ALANYA,36,32,N,32,0,E,V,OR,36.53333333333333,32.0
2442,TASUCU,36,19,N,33,53,E,V,CB,36.31666666666667,33.88333333333333
2443,MERSIN,36,48,N,34,38,E,M,CB,36.8,34.63333333333333
2444,BOTAS,36,53,N,35,56,E,V,OR,36.88333333333333,35.93333333333333
2445,ISKENDERUN,36,36,N,36,10,E,V,CB,36.6,36.166666666666664
2446,KYRENIA,35,21,N,33,20,E,V,CB,35.35,33.333333333333336
2447,XEROS,35,8,N,32,50,E,V,OR,35.13333333333333,32.833333333333336
2448,LIMASSOL,34,40,N,33,3,E,S,CB,34.666666666666664,33.05
2449,LARNACA,34,55,N,33,39,E,S,CB,34.916666666666664,33.65
2450,DHEKELIA,34,58,N,33,43,E,V,OR,34.96666666666667,33.71666666666667
2451,FAMAGUSTA,35,7,N,33,56,E,S,CB,35.11666666666667,33.93333333333333
2452,TARTUS,34,54,N,35,52,E,S,CB,34.9,35.86666666666667
2453,BANIYAS,35,11,N,35,57,E,L,CB,35.18333333333333,35.95
2454,AL LADHIQIYAH,35,32,N,35,46,E,M,CB,35.53333333333333,35.766666666666666
2455,TARABULUS,34,27,N,35,50,E,M,CB,34.45,35.833333333333336
2456,BAYRUT,33,54,N,35,30,E,L,CB,33.9,35.5
2457,SIDON/ZAHRANI TERMINAL,33,32,N,35,19,E,V,OR,33.53333333333333,35.31666666666667
2458,SAYDA,33,30,N,35,21,E,V,OR,33.5,35.35
2459,HAIFA,32,49,N,35,0,E,M,CB,32.81666666666667,35.0
2460,HADERA,32,28,N,34,54,E,V,OR,32.46666666666667,34.9
2461,ASHDOD,31,49,N,34,39,E,S,CB,31.816666666666666,34.65
2462,ASHQELON,31,40,N,34,30,E,V,OR,31.666666666666668,34.5
2463,BUR SAID (PORT SAID),31,16,N,32,18,E,L,LC,31.266666666666666,32.3
2464,DAMIETTA,31,29,N,31,45,E,L,CB,31.483333333333334,31.75
2465,EL MAADIYA,31,16,N,30,9,E,V,CB,31.266666666666666,30.15
2466,AL ISKANDARIYH (ALEXANDRIA),31,10,N,29,50,E,L,CB,31.166666666666668,29.833333333333332
2467,SIDI KERIR (KURAYR),31,6,N,29,37,E,S,OR,31.1,29.616666666666667
2468,EL HAMRA OIL TERMINAL,30,59,N,28,52,E,V,OR,30.983333333333334,28.866666666666667
2469,MERSA MATRUH,31,21,N,27,14,E,V,CB,31.35,27.233333333333334
2470,MERSA TOBRUQ,32,5,N,23,59,E,S,CB,32.083333333333336,23.983333333333334
2471,DARNAH,32,46,N,22,39,E,V,CB,32.766666666666666,22.65
2472,BANGHAZI,32,7,N,20,3,E,M,CB,32.11666666666667,20.05
2473,EZ ZUEITINA,30,51,N,20,3,E,V,OR,30.85,20.05
2474,AL BURAYQAH,30,25,N,19,36,E,S,CB,30.416666666666668,19.6
2475,RAS   LANUF,30,31,N,18,34,E,V,OR,30.516666666666666,18.566666666666666
2476,AS SIDR,30,38,N,18,22,E,V,OR,30.633333333333333,18.366666666666667
2477,MISRATAH,32,22,N,15,13,E,V,OR,32.36666666666667,15.216666666666667
2478,KHOMS,32,40,N,14,15,E,V,CN,32.666666666666664,14.25
2479,MINA TARABULUS (TRIPOLI),32,54,N,13,11,E,M,CB,32.9,13.183333333333334
2480,AZ ZAWIYA,32,48,N,12,43,E,S,OR,32.8,12.716666666666667
2481,BOURI OIL FIELD,33,54,N,12,39,E,V,OR,33.9,12.65
2482,MARSA SABRATAH,32,49,N,12,30,E,V,OR,32.81666666666667,12.5
2483,ABU KHAMMASH,33,4,N,11,49,E,V,CN,33.06666666666667,11.816666666666666
2484,ZARZIS,33,30,N,11,7,E,V,CB,33.5,11.116666666666667
2485,DIDON TERMINAL,33,47,N,11,54,E,S,OR,33.78333333333333,11.9
2486,HOUMT SOUK,33,53,N,10,51,E,V,OR,33.88333333333333,10.85
2487,GABES,33,54,N,10,7,E,S,CB,33.9,10.116666666666667
2488,ASHTART OIL TERMINAL,34,17,N,11,23,E,S,OR,34.28333333333333,11.383333333333333
2489,SKHIRA,34,17,N,10,6,E,V,OR,34.28333333333333,10.1
2490,MERSA SFAX,34,44,N,10,46,E,S,CB,34.733333333333334,10.766666666666667
2491,MAHDIA,35,30,N,11,4,E,V,CN,35.5,11.066666666666666
2492,SOUSSE,35,50,N,10,39,E,S,CB,35.833333333333336,10.65
2493,LA GOULETTE,36,48,N,10,18,E,M,CB,36.8,10.3
2494,TUNIS,36,48,N,10,15,E,M,LC,36.8,10.25
2495,RADES,36,49,N,10,18,E,V,CB,36.81666666666667,10.3
2496,TAZERKA OIL TERMINAL,36,36,N,11,41,E,M,OR,36.6,11.683333333333334
2497,BANZART,37,17,N,9,53,E,S,CB,37.28333333333333,9.883333333333333
2498,MENZEL BOURGUIBA,37,9,N,9,48,E,S,LC,37.15,9.8
2499,TABARKA,36,58,N,8,46,E,V,CB,36.96666666666667,8.766666666666667
2500,ANNABA,36,55,N,7,46,E,M,CB,36.916666666666664,7.766666666666667
2501,SKIKDA,36,53,N,6,55,E,S,CB,36.88333333333333,6.916666666666667
2502,PORT METHANIER,36,53,N,6,57,E,S,CB,36.88333333333333,6.95
2503,COLLO,37,0,N,6,35,E,V,CN,37.0,6.583333333333333
2504,DJEN-DJEN,36,49,N,5,53,E,V,CB,36.81666666666667,5.883333333333333
2505,JIJEL,36,50,N,5,47,E,V,CB,36.833333333333336,5.783333333333333
2506,BEJAIA,36,45,N,5,5,E,S,CB,36.75,5.083333333333333
2507,DELLYS,36,55,N,3,55,E,V,CB,36.916666666666664,3.9166666666666665
2508,ALGER,36,46,N,3,4,E,L,CB,36.766666666666666,3.066666666666667
2509,TENES,36,32,N,1,19,E,V,OR,36.53333333333333,1.3166666666666667
2510,MOSTAGANEM,35,56,N,0,5,E,V,CB,35.93333333333333,0.08333333333333333
2511,ARZEW,35,51,N,0,18,W,S,CB,35.85,-0.3
2512,ARZEW EL DJEDID,35,49,N,0,15,W,S,CB,35.81666666666667,-0.25
2513,ORAN,35,42,N,0,38,W,L,CB,35.7,-0.6333333333333333
2514,MERS EL KEBIR,35,44,N,0,42,W,S,CB,35.733333333333334,-0.7
2515,BENI SAF,35,18,N,1,23,W,V,CB,35.3,-1.3833333333333333
2516,GHAZAOUET,35,6,N,1,52,W,V,CB,35.1,-1.8666666666666667
2517,PORT D AL HOCEIMA,35,15,N,3,55,W,V,CB,35.25,-3.9166666666666665
2518,CUETA,35,54,N,5,19,W,M,CB,35.9,-5.316666666666666
2519,TANGIER-MEDITERRANEAN,35,54,N,5,29,W,M,CB,35.9,-5.483333333333333
2520,TANGER,35,47,N,5,49,W,M,CB,35.78333333333333,-5.816666666666666
2521,PORT NADOR,35,17,N,2,56,W,V,CB,35.28333333333333,-2.9333333333333336
2522,KENITRA,34,18,N,6,36,W,S,RN,34.3,-6.6
2523,MOHAMMEDIA,33,43,N,7,24,W,V,CB,33.71666666666667,-7.4
2524,CASABLANCA,33,36,N,7,37,W,L,CB,33.6,-7.616666666666667
2525,EL JADIDA,33,15,N,8,30,W,V,CB,33.25,-8.5
2526,EL JORF LASFAR,33,7,N,8,37,W,S,CB,33.11666666666667,-8.616666666666667
2527,SAFI,32,18,N,9,15,W,S,CB,32.3,-9.25
2528,ESSAOUIRA,31,30,N,9,47,W,V,CN,31.5,-9.783333333333333
2529,AGADIR,30,26,N,9,38,W,L,CB,30.433333333333334,-9.633333333333333
2530,AD DAKHLA,23,42,N,15,55,W,V,RN,23.7,-15.916666666666666
2531,LAAYOUNE,27,5,N,13,26,W,V,CN,27.083333333333332,-13.433333333333334
2532,NOUADHIBOU,20,55,N,17,3,W,M,CN,20.916666666666668,-17.05
2533,NOUAKCHOTT,18,2,N,16,2,W,S,OR,18.033333333333335,-16.033333333333335
2534,ST LOUIS,16,1,N,16,31,W,S,RN,16.016666666666666,-16.516666666666666
2535,M BAO OIL TERMINAL,14,43,N,17,24,W,V,OR,14.716666666666667,-17.4
2536,DAKAR,14,41,N,17,26,W,M,CB,14.683333333333334,-17.433333333333334
2537,RUFISQUE,14,42,N,17,17,W,V,OR,14.7,-17.283333333333335
2538,KARABANE,12,34,N,16,40,W,V,RN,12.566666666666666,-16.666666666666668
2539,LYNDIANE,14,10,N,16,10,W,V,RN,14.166666666666666,-16.166666666666668
2540,BANJUL,13,27,N,16,34,W,V,RN,13.45,-16.566666666666666
2541,RIO CACHEU,12,17,N,16,14,W,V,RN,12.283333333333333,-16.233333333333334
2542,BISSAU,11,52,N,15,38,W,V,RN,11.866666666666667,-15.633333333333333
2543,VICTORIA,10,49,N,14,34,W,V,RN,10.816666666666666,-14.566666666666666
2544,KAMSAR,10,38,N,14,37,W,V,RN,10.633333333333333,-14.616666666666667
2545,CONAKRY,9,31,N,13,43,W,M,CB,9.516666666666667,-13.716666666666667
2546,BENTI,9,10,N,13,12,W,V,RN,9.166666666666666,-13.2
2547,FREETOWN,8,30,N,13,14,W,S,CN,8.5,-13.233333333333333
2548,PEPEL,8,35,N,13,3,W,V,RN,8.583333333333334,-13.05
2549,BONTHE,7,32,N,12,30,W,V,RN,7.533333333333333,-12.5
2550,PORTO GRANDE,16,53,N,25,0,W,V,CN,16.883333333333333,-25.0
2551,PORTO DA PRAIA,14,55,N,23,31,W,S,CB,14.916666666666666,-23.516666666666666
2552,MONROVIA,6,19,N,10,49,W,S,CB,6.316666666666666,-10.816666666666666
2553,BUCHANAN,5,52,N,10,4,W,V,CB,5.866666666666667,-10.066666666666666
2554,GREENVILLE,4,59,N,9,3,W,V,CN,4.983333333333333,-9.05
2555,CAPE PALMAS,4,22,N,7,43,W,V,OR,4.366666666666666,-7.716666666666667
2556,SAN PEDRO,4,44,N,6,37,W,V,OR,4.733333333333333,-6.616666666666667
2557,BAOBAB MARINE TERMINAL,4,58,N,4,33,W,V,OR,4.966666666666667,-4.55
2558,PORT BOUET,5,14,N,3,58,W,V,OR,5.233333333333333,-3.966666666666667
